ticker,side,entry_c,exit_reason,exit_c,gross_c,fee_c,net_c,settle_yes
KXBTC15M-26APR240830-30,no,59,TP_FILL,86,27.0,2.54,24.46,0
KXBTC15M-26APR232145-45,no,62,PRE_EXPIRY,88,26.0,2.68,23.32,0
KXBTC15M-26APR231045-45,no,48,PRE_EXPIRY,2,-46.0,1.94,-47.94,1
KXBTC15M-26APR230615-15,no,60,TP_FILL,99,39.0,1.75,37.25,0
KXBTC15M-26APR221545-45,no,73,TP_FILL,88,15.0,2.12,12.88,0
KXBTC15M-26APR220945-45,no,51,PRE_EXPIRY,1,-50.0,1.85,-51.85,1
KXBTC15M-26APR220030-30,no,72,TP_FILL,89,17.0,2.10,14.90,0
KXBTC15M-26APR211315-15,no,61,TP_FILL,76,15.0,2.94,12.06,0
KXBTC15M-26APR210945-45,no,73,TP_FILL,81,8.0,2.46,5.54,1
KXBTC15M-26APR201645-45,no,73,TP_FILL,81,8.0,2.46,5.54,0
KXBTC15M-26APR201500-00,yes,54,TP_FILL,84,30.0,2.68,27.32,1
KXBTC15M-26APR201445-45,no,45,TP_FILL,75,30.0,3.05,26.95,1
KXBTC15M-26APR201415-15,yes,76,TP_FILL,86,10.0,2.12,7.88,1
KXBTC15M-26APR201145-45,no,65,TP_FILL,73,8.0,2.97,5.03,0
KXBTC15M-26APR200930-30,no,76,TP_FILL,89,13.0,1.96,11.04,0
KXBTC15M-26APR200915-15,no,73,TP_FILL,81,8.0,2.46,5.54,0
KXBTC15M-26APR200830-30,yes,76,TP_FILL,98,22.0,1.41,20.59,1
KXBTC15M-26APR200015-15,no,77,TP_FILL,93,16.0,1.70,14.30,0
KXBTC15M-26APR192000-00,no,43,TP_FILL,89,46.0,2.40,43.60,0
KXBTC15M-26APR191830-30,no,44,TP_FILL,69,25.0,3.22,21.78,0
KXBTC15M-26APR191015-15,no,77,TP_FILL,88,11.0,1.98,9.02,0
KXBTC15M-26APR180545-45,no,12,PRE_EXPIRY,1,-11.0,0.84,-11.84,1
KXBTC15M-26APR171515-15,no,59,PRE_EXPIRY,10,-49.0,2.58,-51.58,1
KXBTC15M-26APR171245-45,no,60,TP_FILL,71,11.0,3.12,7.88,0
KXBTC15M-26APR171015-15,no,56,TP_FILL,65,9.0,3.32,5.68,0
KXBTC15M-26APR170915-15,no,59,PRE_EXPIRY,1,-58.0,1.79,-59.79,1
KXBTC15M-26APR162015-15,no,79,TP_FILL,94,15.0,1.56,13.44,0
KXBTC15M-26APR161730-30,no,75,TP_FILL,94,19.0,1.71,17.29,0
KXBTC15M-26APR161615-15,no,66,TP_FILL,78,12.0,2.77,9.23,1
KXBTC15M-26APR161000-00,no,68,TP_FILL,93,25.0,1.98,23.02,0
KXBTC15M-26APR160945-45,no,80,TP_FILL,95,15.0,1.45,13.55,0
KXBTC15M-26APR152115-15,no,79,TP_FILL,94,15.0,1.56,13.44,0
KXBTC15M-26APR152030-30,no,70,TP_FILL,87,17.0,2.26,14.74,0
KXBTC15M-26APR150815-15,no,66,PRE_EXPIRY,8,-58.0,2.29,-60.29,1
KXBTC15M-26APR141245-45,no,72,TP_FILL,81,9.0,2.49,6.51,0
KXBTC15M-26APR141115-15,no,65,TP_FILL,86,21.0,2.44,18.56,0
KXBTC15M-26APR141015-15,no,64,PRE_EXPIRY,2,-62.0,1.80,-63.80,1
KXBTC15M-26APR132145-45,no,71,PRE_EXPIRY,5,-66.0,1.91,-67.91,1
KXBTC15M-26APR131715-15,no,76,PRE_EXPIRY,1,-75.0,1.37,-76.37,1
KXBTC15M-26APR131615-15,no,69,TP_FILL,85,16.0,2.39,13.61,0
KXBTC15M-26APR131400-00,no,59,TP_FILL,92,33.0,2.21,30.79,0
KXBTC15M-26APR131215-15,no,67,PRE_EXPIRY,1,-66.0,1.64,-67.64,1
KXBTC15M-26APR131145-45,no,60,TP_FILL,89,29.0,2.37,26.63,0
KXBTC15M-26APR130630-30,no,80,TP_FILL,98,18.0,1.26,16.74,0
KXBTC15M-26APR130500-00,no,58,PRE_EXPIRY,1,-57.0,1.80,-58.80,1
KXBTC15M-26APR130330-30,no,80,TP_FILL,98,18.0,1.26,16.74,0
KXBTC15M-26APR121145-45,no,29,PRE_EXPIRY,1,-28.0,1.54,-29.54,1
KXBTC15M-26APR120430-30,no,69,PRE_EXPIRY,1,-68.0,1.59,-69.59,1
KXBTC15M-26APR112345-45,no,74,TP_FILL,86,12.0,2.19,9.81,0
KXBTC15M-26APR111515-15,yes,49,TP_FILL,75,26.0,3.06,22.94,1
KXBTC15M-26APR101400-00,yes,75,TP_FILL,92,17.0,1.83,15.17,1
KXBTC15M-26APR101030-30,yes,66,TP_FILL,78,12.0,2.77,9.23,1
KXBTC15M-26APR100130-30,yes,69,TP_FILL,89,20.0,2.18,17.82,1
KXBTC15M-26APR091730-30,no,67,TP_FILL,87,20.0,2.34,17.66,0
KXBTC15M-26APR091400-00,no,64,TP_FILL,75,11.0,2.93,8.07,0
KXBTC15M-26APR082100-00,no,68,TP_FILL,86,18.0,2.37,15.63,1
KXBTC15M-26APR081500-00,no,56,TP_FILL,80,24.0,2.84,21.16,0
KXBTC15M-26APR081145-45,yes,59,TP_FILL,73,14.0,3.07,10.93,1
KXBTC15M-26APR080545-45,yes,61,PRE_EXPIRY,1,-60.0,1.76,-61.76,0
KXBTC15M-26APR080015-15,yes,79,TP_FILL,98,19.0,1.30,17.70,1
KXBTC15M-26APR072315-15,yes,75,PRE_EXPIRY,56,-19.0,3.73,-22.73,0
KXBTC15M-26APR071930-30,yes,80,TP_FILL,92,12.0,1.64,10.36,1
KXBTC15M-26APR071915-15,no,68,TP_FILL,77,9.0,2.76,6.24,0
KXBTC15M-26APR071715-15,yes,75,TP_FILL,98,23.0,1.45,21.55,1
KXBTC15M-26APR062015-15,yes,75,TP_FILL,83,8.0,2.30,5.70,1
KXBTC15M-26APR061530-30,yes,74,TP_FILL,82,8.0,2.38,5.62,1
KXBTC15M-26APR061245-45,yes,68,TP_FILL,80,12.0,2.64,9.36,1
KXBTC15M-26APR060300-00,yes,72,TP_FILL,86,14.0,2.25,11.75,1
KXBTC15M-26APR051915-15,yes,43,TP_FILL,70,27.0,3.19,23.81,1
KXBTC15M-26APR030430-30,no,73,TP_FILL,94,21.0,1.77,19.23,0
KXBTC15M-26APR030245-45,yes,55,TP_FILL,79,24.0,2.89,21.11,1
KXBTC15M-26APR030200-00,no,75,TP_FILL,84,9.0,2.25,6.75,0
KXBTC15M-26APR021130-30,no,72,TP_FILL,80,8.0,2.53,5.47,0
KXBTC15M-26APR020100-00,yes,73,TP_FILL,86,13.0,2.22,10.78,1
KXBTC15M-26APR011345-45,no,76,TP_FILL,84,8.0,2.22,5.78,0
KXBTC15M-26APR011130-30,yes,72,TP_FILL,83,11.0,2.40,8.60,1
KXBTC15M-26APR011015-15,yes,73,TP_FILL,81,8.0,2.46,5.54,1
KXBTC15M-26APR010900-00,yes,60,TP_FILL,79,19.0,2.84,16.16,1
KXBTC15M-26APR010245-45,yes,77,TP_FILL,89,12.0,1.93,10.07,1
KXBTC15M-26APR010215-15,yes,61,TP_FILL,81,20.0,2.74,17.26,1
KXBTC15M-26APR010100-00,yes,74,TP_FILL,94,20.0,1.74,18.26,1
KXBTC15M-26APR010030-30,yes,66,TP_FILL,86,20.0,2.41,17.59,1
KXBTC15M-26APR010015-15,yes,63,PRE_EXPIRY,1,-62.0,1.73,-63.73,0
KXBTC15M-26MAR312215-15,yes,70,TP_FILL,81,11.0,2.55,8.45,0
KXBTC15M-26MAR312100-00,yes,78,TP_FILL,94,16.0,1.60,14.40,1
KXBTC15M-26MAR312030-30,yes,80,PRE_EXPIRY,1,-79.0,1.22,-80.22,0
KXBTC15M-26MAR311830-30,yes,72,PRE_EXPIRY,9,-63.0,2.21,-65.21,0
KXBTC15M-26MAR311800-00,yes,76,TP_FILL,89,13.0,1.96,11.04,1
KXBTC15M-26MAR311600-00,yes,76,PRE_EXPIRY,38,-38.0,3.59,-41.59,1
KXBTC15M-26MAR311515-15,yes,77,TP_FILL,88,11.0,1.98,9.02,1
KXBTC15M-26MAR311500-00,yes,67,PRE_EXPIRY,20,-47.0,3.12,-50.12,1
KXBTC15M-26MAR311300-00,no,56,TP_FILL,68,12.0,3.25,8.75,0
KXBTC15M-26MAR310930-30,yes,37,PRE_EXPIRY,1,-36.0,1.73,-37.73,0
KXBTC15M-26MAR310500-00,no,43,TP_FILL,87,44.0,2.51,41.49,0
KXBTC15M-26MAR310345-45,yes,57,TP_FILL,79,22.0,2.88,19.12,1
KXBTC15M-26MAR310300-00,yes,66,TP_FILL,88,22.0,2.31,19.69,1
KXBTC15M-26MAR310200-00,yes,78,TP_FILL,91,13.0,1.77,11.23,1
KXBTC15M-26MAR310100-00,yes,63,TP_FILL,78,15.0,2.83,12.17,0
KXBTC15M-26MAR310045-45,yes,57,TP_FILL,76,19.0,2.99,16.01,1
KXBTC15M-26MAR302045-45,yes,44,TP_FILL,81,37.0,2.80,34.20,1
KXBTC15M-26MAR301945-45,yes,70,TP_FILL,78,8.0,2.67,5.33,1
KXBTC15M-26MAR301930-30,yes,68,TP_FILL,80,12.0,2.64,9.36,1
KXBTC15M-26MAR301615-15,yes,66,TP_FILL,89,23.0,2.26,20.74,1
KXBTC15M-26MAR301545-45,yes,66,TP_FILL,78,12.0,2.77,9.23,1
KXBTC15M-26MAR301245-45,yes,69,TP_FILL,84,15.0,2.44,12.56,1
KXBTC15M-26MAR301100-00,yes,72,TP_FILL,81,9.0,2.49,6.51,1
KXBTC15M-26MAR300845-45,yes,75,PRE_EXPIRY,73,-2.0,3.24,-5.24,1
KXBTC15M-26MAR300715-15,yes,69,TP_FILL,98,29.0,1.63,27.37,1
KXBTC15M-26MAR300500-00,yes,45,PRE_EXPIRY,1,-44.0,1.83,-45.83,0
KXBTC15M-26MAR300015-15,yes,73,TP_FILL,93,20.0,1.84,18.16,1
KXBTC15M-26MAR292230-30,yes,42,PRE_EXPIRY,1,-41.0,1.80,-42.80,0
KXBTC15M-26MAR292100-00,yes,54,PRE_EXPIRY,22,-32.0,3.42,-35.42,0
KXBTC15M-26MAR291930-30,yes,54,TP_FILL,62,8.0,3.39,4.61,0
KXBTC15M-26MAR291830-30,yes,64,TP_FILL,75,11.0,2.93,8.07,1
KXBTC15M-26MAR291700-00,yes,31,PRE_EXPIRY,6,-25.0,2.05,-27.05,1
KXBTC15M-26MAR291430-30,yes,72,PRE_EXPIRY,26,-46.0,3.30,-49.30,0
KXBTC15M-26MAR291130-30,yes,56,PRE_EXPIRY,1,-55.0,1.82,-56.82,0
KXBTC15M-26MAR291115-15,yes,65,TP_FILL,88,23.0,2.33,20.67,0
KXBTC15M-26MAR290945-45,yes,49,TP_FILL,88,39.0,2.49,36.51,1
KXBTC15M-26MAR290900-00,yes,80,TP_FILL,98,18.0,1.26,16.74,1
KXBTC15M-26MAR290215-15,yes,77,TP_FILL,92,15.0,1.75,13.25,1
KXBTC15M-26MAR282300-00,yes,64,TP_FILL,93,29.0,2.07,26.93,1
KXBTC15M-26MAR282115-15,yes,76,TP_FILL,90,14.0,1.91,12.09,1
KXBTC15M-26MAR281315-15,yes,72,PRE_EXPIRY,1,-71.0,1.51,-72.51,0
KXBTC15M-26MAR280645-45,yes,66,PRE_EXPIRY,86,20.0,2.75,17.25,1
KXBTC15M-26MAR272315-15,yes,80,TP_FILL,93,13.0,1.58,11.42,1
KXBTC15M-26MAR272200-00,yes,66,PRE_EXPIRY,3,-63.0,1.86,-64.86,0
KXBTC15M-26MAR271545-45,yes,74,TP_FILL,88,14.0,2.09,11.91,1
KXBTC15M-26MAR271445-45,yes,68,TP_FILL,76,8.0,2.80,5.20,1
KXBTC15M-26MAR271415-15,yes,60,TP_FILL,77,17.0,2.92,14.08,0
KXBTC15M-26MAR271100-00,yes,67,TP_FILL,78,11.0,2.75,8.25,1
KXBTC15M-26MAR271015-15,yes,77,TP_FILL,87,10.0,2.03,7.97,1
KXBTC15M-26MAR271000-00,no,75,TP_FILL,91,16.0,1.89,14.11,0
KXBTC15M-26MAR270630-30,yes,63,TP_FILL,98,35.0,1.77,33.23,1
KXBTC15M-26MAR270615-15,yes,41,PRE_EXPIRY,2,-39.0,1.89,-40.89,0
KXBTC15M-26MAR270445-45,no,57,TP_FILL,97,40.0,1.92,38.08,0
KXBTC15M-26MAR270330-30,yes,75,TP_FILL,89,14.0,2.00,12.00,1
KXBTC15M-26MAR270145-45,yes,38,PRE_EXPIRY,75,37.0,3.49,33.51,1
KXBTC15M-26MAR262200-00,yes,80,TP_FILL,88,8.0,1.86,6.14,1
KXBTC15M-26MAR261645-45,yes,56,TP_FILL,64,8.0,3.34,4.66,1
KXBTC15M-26MAR261545-45,yes,60,TP_FILL,86,26.0,2.52,23.48,1
KXBTC15M-26MAR261415-15,no,62,TP_FILL,81,19.0,2.73,16.27,0
KXBTC15M-26MAR261345-45,yes,76,PRE_EXPIRY,1,-75.0,1.37,-76.37,0
KXBTC15M-26MAR261330-30,yes,75,TP_FILL,85,10.0,2.21,7.79,1
KXBTC15M-26MAR261315-15,yes,76,TP_FILL,88,12.0,2.02,9.98,1
KXBTC15M-26MAR251430-30,yes,75,TP_FILL,83,8.0,2.30,5.70,1
