ticker,side,entry_c,fair_yes_c,edge_pp,btc,strike,dist_pct,settle_yes,won,gross_c,fee_c,net_c
KXBTC15M-26APR241145-45,no,48,41,11.0,77821.76,77849.41,0.00036,1,0,-48.0,3.49,-51.49
KXBTC15M-26APR240945-45,no,38,50,12.0,78218.61,78216.81,0.00002,0,1,62.0,3.30,58.70
KXBTC15M-26APR240930-30,no,34,42,24.0,78355.01,78382.59,0.00035,0,1,66.0,3.14,62.86
KXBTC15M-26APR240815-15,yes,42,62,20.0,78299.91,78269.28,0.00039,1,1,58.0,3.41,54.59
KXBTC15M-26APR240345-45,yes,26,51,25.0,77735.00,77732.59,0.00003,0,0,-26.0,2.69,-28.69
KXBTC15M-26APR240215-15,yes,36,60,24.0,78011.37,77982.08,0.00038,0,0,-36.0,3.23,-39.23
KXBTC15M-26APR232000-00,yes,54,63,9.0,78299.30,78274.36,0.00032,1,1,46.0,3.48,42.52
KXBTC15M-26APR231945-45,no,30,37,33.0,78137.77,78162.17,0.00031,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR231900-00,no,50,40,10.0,78298.48,78320.32,0.00028,0,1,50.0,3.50,46.50
KXBTC15M-26APR231700-00,yes,22,49,27.0,77995.86,77997.99,0.00003,0,0,-22.0,2.40,-24.40
KXBTC15M-26APR230745-45,yes,18,43,25.0,77477.33,77492.26,0.00019,1,1,82.0,2.07,79.93
KXBTC15M-26APR230645-45,no,38,52,10.0,77415.65,77405.66,0.00013,0,1,62.0,3.30,58.70
KXBTC15M-26APR230630-30,no,20,44,36.0,77209.42,77233.64,0.00031,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR230530-30,no,18,50,32.0,77591.56,77591.51,0.00000,1,0,-18.0,2.07,-20.07
KXBTC15M-26APR222130-30,yes,22,48,26.0,78274.41,78284.16,0.00012,0,0,-22.0,2.40,-24.40
KXBTC15M-26APR221600-00,no,43,44,13.0,78874.91,78895.49,0.00026,1,0,-43.0,3.43,-46.43
KXBTC15M-26APR221415-15,no,44,45,11.0,78906.98,78926.23,0.00024,1,0,-44.0,3.45,-47.45
KXBTC15M-26APR221000-00,no,38,51,11.0,78638.24,78632.19,0.00008,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR220600-00,yes,34,44,10.0,78144.75,78159.50,0.00019,0,0,-34.0,3.14,-37.14
KXBTC15M-26APR220500-00,no,48,41,11.0,77948.78,77975.67,0.00034,1,0,-48.0,3.49,-51.49
KXBTC15M-26APR220400-00,yes,32,58,26.0,78084.98,78061.52,0.00030,0,0,-32.0,3.05,-35.05
KXBTC15M-26APR220230-30,yes,46,55,9.0,78040.66,78012.73,0.00036,0,0,-46.0,3.48,-49.48
KXBTC15M-26APR220015-15,no,34,53,13.0,77578.50,77568.66,0.00013,0,1,66.0,3.14,62.86
KXBTC15M-26APR212115-15,no,28,56,16.0,76330.60,76312.89,0.00023,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR212015-15,yes,42,58,16.0,76373.89,76351.47,0.00029,1,1,58.0,3.41,54.59
KXBTC15M-26APR211945-45,no,22,50,28.0,75807.44,75807.64,0.00000,1,0,-22.0,2.40,-24.40
KXBTC15M-26APR211630-30,yes,40,49,9.0,75571.31,75577.49,0.00008,1,1,60.0,3.36,56.64
KXBTC15M-26APR211530-30,yes,34,43,9.0,75661.56,75689.67,0.00037,1,1,66.0,3.14,62.86
KXBTC15M-26APR210915-15,yes,22,48,26.0,76045.36,76053.40,0.00011,0,0,-22.0,2.40,-24.40
KXBTC15M-26APR210900-00,yes,42,53,11.0,75844.23,75833.47,0.00014,1,1,58.0,3.41,54.59
KXBTC15M-26APR210100-00,no,16,54,30.0,75699.43,75692.18,0.00010,1,0,-16.0,1.88,-17.88
KXBTC15M-26APR210045-45,yes,27,37,10.0,75663.37,75688.18,0.00033,1,1,73.0,2.76,70.24
KXBTC15M-26APR202345-45,no,32,40,28.0,75643.18,75664.22,0.00028,0,1,68.0,3.05,64.95
KXBTC15M-26APR201800-00,no,44,45,11.0,75919.73,75938.75,0.00025,1,0,-44.0,3.45,-47.45
KXBTC15M-26APR200130-30,yes,15,43,28.0,74328.50,74342.67,0.00019,0,0,-15.0,1.79,-16.79
KXBTC15M-26APR192300-00,no,38,46,16.0,74483.66,74496.58,0.00017,0,1,62.0,3.30,58.70
KXBTC15M-26APR192030-30,no,35,49,16.0,74106.86,74112.58,0.00008,1,0,-35.0,3.19,-38.19
KXBTC15M-26APR191630-30,yes,16,51,35.0,74815.24,74813.53,0.00002,0,0,-16.0,1.88,-17.88
KXBTC15M-26APR191515-15,no,18,44,38.0,74789.58,74803.90,0.00019,1,0,-18.0,2.07,-20.07
KXBTC15M-26APR191330-30,no,34,45,21.0,75256.73,75275.98,0.00026,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR191030-30,no,30,43,27.0,75812.23,75832.34,0.00027,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR190845-45,no,40,39,21.0,75539.47,75562.87,0.00031,0,1,60.0,3.36,56.64
KXBTC15M-26APR190800-00,no,36,45,19.0,75530.72,75550.24,0.00026,1,0,-36.0,3.23,-39.23
KXBTC15M-26APR190730-30,no,40,45,15.0,75408.40,75425.02,0.00022,0,1,60.0,3.36,56.64
KXBTC15M-26APR190645-45,no,44,45,11.0,75110.17,75121.60,0.00015,1,0,-44.0,3.45,-47.45
KXBTC15M-26APR190445-45,yes,40,68,28.0,75225.28,75204.77,0.00027,1,1,60.0,3.36,56.64
KXBTC15M-26APR190345-45,no,23,50,27.0,75034.11,75034.56,0.00001,1,0,-23.0,2.48,-25.48
KXBTC15M-26APR182330-30,yes,30,41,11.0,75535.83,75562.61,0.00035,0,0,-30.0,2.94,-32.94
KXBTC15M-26APR182230-30,no,22,37,41.0,75631.80,75649.54,0.00023,0,1,78.0,2.40,75.60
KXBTC15M-26APR181800-00,no,22,68,10.0,75786.57,75759.73,0.00035,1,0,-22.0,2.40,-24.40
KXBTC15M-26APR181745-45,no,51,32,17.0,75719.12,75742.25,0.00031,1,0,-51.0,3.50,-54.50
KXBTC15M-26APR181645-45,no,36,52,12.0,75750.89,75748.07,0.00004,1,0,-36.0,3.23,-39.23
KXBTC15M-26APR181530-30,yes,48,56,8.0,75795.88,75779.53,0.00022,0,0,-48.0,3.49,-51.49
KXBTC15M-26APR181515-15,no,22,42,36.0,75649.71,75677.05,0.00036,1,0,-22.0,2.40,-24.40
KXBTC15M-26APR181400-00,no,45,28,27.0,75890.61,75919.56,0.00038,0,1,55.0,3.47,51.53
KXBTC15M-26APR181130-30,yes,32,51,19.0,76225.41,76223.47,0.00003,1,1,68.0,3.05,64.95
KXBTC15M-26APR180915-15,yes,26,36,10.0,76210.91,76241.06,0.00040,0,0,-26.0,2.69,-28.69
KXBTC15M-26APR180745-45,no,22,46,32.0,76082.20,76091.80,0.00013,0,1,78.0,2.40,75.60
KXBTC15M-26APR180515-15,yes,19,47,28.0,76754.51,76763.60,0.00012,0,0,-19.0,2.15,-21.15
KXBTC15M-26APR180415-15,no,38,49,13.0,77016.84,77018.78,0.00003,0,1,62.0,3.30,58.70
KXBTC15M-26APR180100-00,yes,38,51,13.0,77100.49,77099.21,0.00002,1,1,62.0,3.30,58.70
KXBTC15M-26APR172315-15,no,52,37,11.0,77295.86,77325.55,0.00038,0,1,48.0,3.49,44.51
KXBTC15M-26APR172145-45,yes,26,38,12.0,77299.45,77324.84,0.00033,0,0,-26.0,2.69,-28.69
KXBTC15M-26APR171800-00,no,44,48,8.0,77416.67,77420.98,0.00006,1,0,-44.0,3.45,-47.45
KXBTC15M-26APR171330-30,no,42,45,13.0,77509.81,77537.09,0.00035,0,1,58.0,3.41,54.59
KXBTC15M-26APR171145-45,no,36,47,17.0,77775.61,77794.80,0.00025,0,1,64.0,3.23,60.77
KXBTC15M-26APR170815-15,no,52,39,9.0,75592.93,75617.17,0.00032,1,0,-52.0,3.49,-55.49
KXBTC15M-26APR170345-45,no,31,38,31.0,74962.60,74979.54,0.00023,1,0,-31.0,2.99,-33.99
KXBTC15M-26APR170245-45,no,43,43,14.0,74805.93,74821.21,0.00020,1,0,-43.0,3.43,-46.43
KXBTC15M-26APR170230-30,yes,36,60,24.0,74801.37,74779.86,0.00029,1,1,64.0,3.23,60.77
KXBTC15M-26APR162330-30,no,44,47,9.0,74700.90,74710.18,0.00012,1,0,-44.0,3.45,-47.45
KXBTC15M-26APR162230-30,yes,20,49,29.0,74734.45,74736.37,0.00003,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR162145-45,no,44,47,9.0,74760.18,74768.68,0.00011,0,1,56.0,3.45,52.55
KXBTC15M-26APR162030-30,no,44,39,17.0,74971.02,74998.91,0.00037,1,0,-44.0,3.45,-47.45
KXBTC15M-26APR161445-45,no,31,45,24.0,74387.39,74406.53,0.00026,1,0,-31.0,2.99,-33.99
KXBTC15M-26APR161215-15,no,40,49,11.0,74743.10,74748.37,0.00007,0,1,60.0,3.36,56.64
KXBTC15M-26APR160645-45,no,40,46,14.0,74463.50,74472.92,0.00013,0,1,60.0,3.36,56.64
KXBTC15M-26APR160615-15,yes,30,38,8.0,74595.48,74624.73,0.00039,0,0,-30.0,2.94,-32.94
KXBTC15M-26APR160515-15,no,20,40,40.0,74655.72,74684.58,0.00039,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR160200-00,no,51,41,8.0,75041.45,75058.30,0.00022,0,1,49.0,3.50,45.50
KXBTC15M-26APR160145-45,no,26,52,22.0,75083.52,75077.96,0.00007,0,1,74.0,2.69,71.31
KXBTC15M-26APR152230-30,yes,26,39,13.0,74689.36,74715.19,0.00035,1,1,74.0,2.69,71.31
KXBTC15M-26APR152100-00,yes,18,46,28.0,74812.98,74823.34,0.00014,0,0,-18.0,2.07,-20.07
KXBTC15M-26APR151700-00,no,38,44,18.0,74751.76,74776.89,0.00034,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR151430-30,no,38,41,21.0,74275.92,74303.63,0.00037,0,1,62.0,3.30,58.70
KXBTC15M-26APR151200-00,no,38,54,8.0,73924.60,73902.04,0.00031,0,1,62.0,3.30,58.70
KXBTC15M-26APR150900-00,no,44,44,12.0,74347.57,74363.12,0.00021,0,1,56.0,3.45,52.55
KXBTC15M-26APR150830-30,no,45,40,15.0,74193.32,74221.50,0.00038,0,1,55.0,3.47,51.53
KXBTC15M-26APR150415-15,no,36,55,9.0,73780.39,73762.70,0.00024,1,0,-36.0,3.23,-39.23
KXBTC15M-26APR150115-15,no,34,42,24.0,74342.95,74356.90,0.00019,0,1,66.0,3.14,62.86
KXBTC15M-26APR150045-45,yes,46,56,10.0,74356.71,74347.34,0.00013,1,1,54.0,3.48,50.52
KXBTC15M-26APR141900-00,no,38,51,11.0,74026.65,74020.90,0.00008,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR141530-30,no,33,47,20.0,74318.08,74333.61,0.00021,0,1,67.0,3.10,63.90
KXBTC15M-26APR140845-45,no,30,55,15.0,74332.54,74317.94,0.00020,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR140745-45,yes,40,51,11.0,74402.53,74400.83,0.00002,0,0,-40.0,3.36,-43.36
KXBTC15M-26APR140730-30,no,37,52,11.0,74441.70,74438.54,0.00004,0,1,63.0,3.26,59.74
KXBTC15M-26APR140130-30,yes,48,57,9.0,74402.33,74390.83,0.00015,0,0,-48.0,3.49,-51.49
KXBTC15M-26APR131930-30,yes,34,51,17.0,74722.03,74714.73,0.00010,1,1,66.0,3.14,62.86
KXBTC15M-26APR131345-45,no,32,51,17.0,72456.55,72453.80,0.00004,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR130830-30,yes,30,43,13.0,70972.75,70984.56,0.00017,0,0,-30.0,2.94,-32.94
KXBTC15M-26APR130800-00,no,52,40,8.0,70930.03,70949.97,0.00028,0,1,48.0,3.49,44.51
KXBTC15M-26APR130530-30,yes,36,47,11.0,70715.93,70727.40,0.00016,1,1,64.0,3.23,60.77
KXBTC15M-26APR130445-45,yes,36,56,20.0,70788.11,70777.70,0.00015,0,0,-36.0,3.23,-39.23
KXBTC15M-26APR130415-15,no,34,47,19.0,70830.61,70836.59,0.00008,0,1,66.0,3.14,62.86
KXBTC15M-26APR130130-30,no,44,38,18.0,70813.38,70835.69,0.00032,1,0,-44.0,3.45,-47.45
KXBTC15M-26APR130030-30,no,38,53,9.0,70970.04,70964.46,0.00008,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR122315-15,no,26,49,25.0,71071.97,71073.58,0.00002,0,1,74.0,2.69,71.31
KXBTC15M-26APR122300-00,no,52,40,8.0,71056.89,71081.90,0.00035,0,1,48.0,3.49,44.51
KXBTC15M-26APR122245-45,no,50,38,12.0,71187.26,71215.18,0.00039,0,1,50.0,3.50,46.50
KXBTC15M-26APR122200-00,yes,44,53,9.0,71169.95,71163.48,0.00009,1,1,56.0,3.45,52.55
KXBTC15M-26APR122030-30,yes,32,48,16.0,70900.75,70904.78,0.00006,1,1,68.0,3.05,64.95
KXBTC15M-26APR122015-15,yes,29,42,13.0,70739.13,70755.01,0.00022,1,1,71.0,2.88,68.12
KXBTC15M-26APR121930-30,no,34,48,18.0,70649.84,70657.16,0.00010,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR121500-00,no,48,42,10.0,71132.29,71151.73,0.00027,1,0,-48.0,3.49,-51.49
KXBTC15M-26APR121400-00,no,28,36,36.0,71001.28,71019.30,0.00025,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR121245-45,no,46,40,14.0,70933.10,70960.51,0.00039,0,1,54.0,3.48,50.52
KXBTC15M-26APR121200-00,no,42,41,17.0,70873.35,70899.30,0.00037,1,0,-42.0,3.41,-45.41
KXBTC15M-26APR120645-45,yes,18,47,29.0,71649.39,71655.24,0.00008,0,0,-18.0,2.07,-20.07
KXBTC15M-26APR120630-30,no,37,44,19.0,71649.39,71660.51,0.00016,0,1,63.0,3.26,59.74
KXBTC15M-26APR120545-45,no,36,39,25.0,71634.23,71647.85,0.00019,0,1,64.0,3.23,60.77
KXBTC15M-26APR120200-00,no,10,37,53.0,71660.74,71683.00,0.00031,1,0,-10.0,1.26,-11.26
KXBTC15M-26APR120130-30,yes,53,68,15.0,71567.11,71544.59,0.00031,1,1,47.0,3.49,43.51
KXBTC15M-26APR112330-30,yes,34,59,25.0,71768.64,71748.94,0.00027,1,1,66.0,3.14,62.86
KXBTC15M-26APR111715-15,yes,46,55,9.0,73352.46,73340.39,0.00016,1,1,54.0,3.48,50.52
KXBTC15M-26APR111245-45,yes,40,57,17.0,72919.89,72911.81,0.00011,1,1,60.0,3.36,56.64
KXBTC15M-26APR111215-15,no,48,38,14.0,72871.92,72891.98,0.00028,1,0,-48.0,3.49,-51.49
KXBTC15M-26APR111200-00,yes,38,66,28.0,72830.49,72804.60,0.00036,1,1,62.0,3.30,58.70
KXBTC15M-26APR111030-30,no,38,27,35.0,72713.99,72739.14,0.00035,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR110930-30,no,10,46,44.0,72640.63,72651.62,0.00015,1,0,-10.0,1.26,-11.26
KXBTC15M-26APR110545-45,yes,6,32,26.0,72869.84,72897.86,0.00038,0,0,-6.0,0.79,-6.79
KXBTC15M-26APR110315-15,no,36,28,36.0,72772.37,72801.33,0.00040,0,1,64.0,3.23,60.77
KXBTC15M-26APR110230-30,no,30,37,33.0,72696.01,72716.98,0.00029,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR110130-30,yes,38,65,27.0,72771.75,72749.92,0.00030,1,1,62.0,3.30,58.70
KXBTC15M-26APR102245-45,no,18,54,28.0,73036.39,73028.57,0.00011,1,0,-18.0,2.07,-20.07
KXBTC15M-26APR102215-15,no,38,40,22.0,72945.85,72967.90,0.00030,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR101730-30,no,38,50,12.0,73099.19,73100.90,0.00002,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR101645-45,no,40,42,18.0,73220.19,73247.46,0.00037,0,1,60.0,3.36,56.64
KXBTC15M-26APR101630-30,no,20,55,25.0,73246.65,73232.66,0.00019,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR101500-00,no,40,49,11.0,72987.56,72991.08,0.00005,1,0,-40.0,3.36,-43.36
KXBTC15M-26APR101245-45,no,36,44,20.0,72739.48,72760.93,0.00029,0,1,64.0,3.23,60.77
KXBTC15M-26APR100830-30,no,14,40,46.0,72094.69,72113.10,0.00026,0,1,86.0,1.69,84.31
KXBTC15M-26APR100745-45,yes,36,61,25.0,72218.68,72197.69,0.00029,1,1,64.0,3.23,60.77
KXBTC15M-26APR100645-45,no,30,34,36.0,71724.00,71745.90,0.00031,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR100500-00,yes,5,38,33.0,71706.38,71729.48,0.00032,0,0,-5.0,0.67,-5.67
KXBTC15M-26APR100330-30,no,32,51,17.0,71739.22,71737.24,0.00003,0,1,68.0,3.05,64.95
KXBTC15M-26APR100115-15,no,28,59,13.0,72117.85,72094.91,0.00032,0,1,72.0,2.82,69.18
KXBTC15M-26APR092315-15,no,45,44,11.0,71945.49,71960.40,0.00021,0,1,55.0,3.47,51.53
KXBTC15M-26APR091430-30,no,44,46,10.0,71894.08,71913.87,0.00028,1,0,-44.0,3.45,-47.45
KXBTC15M-26APR090800-00,no,26,64,10.0,71198.92,71173.78,0.00035,0,1,74.0,2.69,71.31
KXBTC15M-26APR090715-15,no,34,43,23.0,71291.44,71307.11,0.00022,0,1,66.0,3.14,62.86
KXBTC15M-26APR090545-45,yes,28,52,24.0,71305.60,71298.63,0.00010,0,0,-28.0,2.82,-30.82
KXBTC15M-26APR090200-00,yes,12,51,39.0,71057.75,71056.14,0.00002,0,0,-12.0,1.48,-13.48
KXBTC15M-26APR090015-15,no,40,52,8.0,70998.97,70994.25,0.00007,0,1,60.0,3.36,56.64
KXBTC15M-26APR081900-00,no,45,45,10.0,71251.50,71267.96,0.00023,0,1,55.0,3.47,51.53
KXBTC15M-26APR080730-30,yes,48,59,11.0,71657.69,71643.84,0.00019,1,1,52.0,3.49,48.51
KXBTC15M-26APR080700-00,no,34,54,12.0,71563.54,71555.09,0.00012,0,1,66.0,3.14,62.86
KXBTC15M-26APR080630-30,no,40,48,12.0,71604.03,71611.05,0.00010,1,0,-40.0,3.36,-43.36
KXBTC15M-26APR080500-00,no,26,62,12.0,71711.76,71691.25,0.00029,1,0,-26.0,2.69,-28.69
KXBTC15M-26APR080400-00,yes,24,48,24.0,71646.58,71651.89,0.00007,0,0,-24.0,2.55,-26.55
KXBTC15M-26APR080300-00,yes,26,43,17.0,71784.41,71805.46,0.00029,0,0,-26.0,2.69,-28.69
KXBTC15M-26APR080145-45,yes,44,62,18.0,71741.87,71720.28,0.00030,0,0,-44.0,3.45,-47.45
KXBTC15M-26APR080115-15,yes,50,65,15.0,71618.86,71591.48,0.00038,1,1,50.0,3.50,46.50
KXBTC15M-26APR080045-45,yes,22,37,15.0,71562.44,71585.84,0.00033,1,1,78.0,2.40,75.60
KXBTC15M-26APR072345-45,yes,30,42,12.0,71426.05,71442.24,0.00023,0,0,-30.0,2.94,-32.94
KXBTC15M-26APR072330-30,yes,38,47,9.0,71313.59,71319.72,0.00009,1,1,62.0,3.30,58.70
KXBTC15M-26APR071830-30,yes,38,49,11.0,70256.64,70263.96,0.00010,1,1,62.0,3.30,58.70
KXBTC15M-26APR071145-45,yes,44,59,15.0,68181.99,68156.28,0.00038,0,0,-44.0,3.45,-47.45
KXBTC15M-26APR070830-30,no,34,42,24.0,68246.31,68265.51,0.00028,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR070800-00,no,40,48,12.0,68394.16,68400.45,0.00009,0,1,60.0,3.36,56.64
