ticker,side,entry_c,exit_reason,exit_c,gross_c,fee_c,net_c,settle_yes
KXBTC15M-26APR241145-45,no,49,TP_FILL,58,9.0,3.45,5.55,1
KXBTC15M-26APR240945-45,no,38,TP_FILL,49,11.0,3.40,7.60,0
KXBTC15M-26APR240930-30,no,34,TP_FILL,57,23.0,3.29,19.71,0
KXBTC15M-26APR240815-15,yes,41,TP_FILL,61,20.0,3.36,16.64,1
KXBTC15M-26APR240345-45,yes,26,PRE_EXPIRY,1,-25.0,1.44,-26.44,0
KXBTC15M-26APR240215-15,yes,36,PRE_EXPIRY,1,-35.0,1.71,-36.71,0
KXBTC15M-26APR232000-00,yes,53,TP_FILL,62,9.0,3.39,5.61,1
KXBTC15M-26APR231945-45,no,31,PRE_EXPIRY,1,-30.0,1.59,-31.59,1
KXBTC15M-26APR231900-00,no,51,TP_FILL,59,8.0,3.44,4.56,0
KXBTC15M-26APR231700-00,yes,21,PRE_EXPIRY,1,-20.0,1.26,-21.26,0
KXBTC15M-26APR230745-45,yes,18,TP_FILL,42,24.0,2.74,21.26,1
KXBTC15M-26APR230645-45,no,39,TP_FILL,47,8.0,3.41,4.59,0
KXBTC15M-26APR230630-30,no,20,PRE_EXPIRY,1,-19.0,1.22,-20.22,1
KXBTC15M-26APR230530-30,no,19,TP_FILL,49,30.0,2.83,27.17,1
KXBTC15M-26APR222130-30,yes,21,TP_FILL,47,26.0,2.91,23.09,0
KXBTC15M-26APR221600-00,no,43,TP_FILL,55,12.0,3.45,8.55,1
KXBTC15M-26APR221415-15,no,45,TP_FILL,54,9.0,3.47,5.53,1
KXBTC15M-26APR221000-00,no,39,PRE_EXPIRY,1,-38.0,1.76,-39.76,1
KXBTC15M-26APR220600-00,yes,33,PRE_EXPIRY,1,-32.0,1.64,-33.64,0
KXBTC15M-26APR220500-00,no,49,PRE_EXPIRY,1,-48.0,1.85,-49.85,1
KXBTC15M-26APR220400-00,yes,32,TP_FILL,57,25.0,3.24,21.76,0
KXBTC15M-26APR220230-30,yes,46,TP_FILL,54,8.0,3.48,4.52,0
KXBTC15M-26APR220015-15,no,34,TP_FILL,46,12.0,3.31,8.69,0
KXBTC15M-26APR212115-15,no,29,PRE_EXPIRY,1,-28.0,1.54,-29.54,1
KXBTC15M-26APR212015-15,yes,42,TP_FILL,57,15.0,3.42,11.58,1
KXBTC15M-26APR211945-45,no,23,PRE_EXPIRY,1,-22.0,1.34,-23.34,1
KXBTC15M-26APR211630-30,yes,39,TP_FILL,48,9.0,3.41,5.59,1
KXBTC15M-26APR211530-30,yes,33,TP_FILL,42,9.0,3.25,5.75,1
KXBTC15M-26APR210915-15,yes,22,PRE_EXPIRY,24,2.0,2.99,-0.99,0
KXBTC15M-26APR210900-00,yes,41,TP_FILL,52,11.0,3.44,7.56,1
KXBTC15M-26APR210100-00,no,17,PRE_EXPIRY,1,-16.0,1.08,-17.08,1
KXBTC15M-26APR210045-45,yes,27,TP_FILL,36,9.0,2.99,6.01,1
KXBTC15M-26APR202345-45,no,32,TP_FILL,59,27.0,3.22,23.78,0
KXBTC15M-26APR201800-00,no,44,PRE_EXPIRY,1,-43.0,1.82,-44.82,1
KXBTC15M-26APR200130-30,yes,14,PRE_EXPIRY,1,-13.0,0.94,-13.94,0
KXBTC15M-26APR192300-00,no,39,TP_FILL,53,14.0,3.41,10.59,0
KXBTC15M-26APR192030-30,no,35,PRE_EXPIRY,1,-34.0,1.69,-35.69,1
KXBTC15M-26APR191630-30,yes,16,PRE_EXPIRY,2,-14.0,1.13,-15.13,0
KXBTC15M-26APR191515-15,no,19,PRE_EXPIRY,1,-18.0,1.17,-19.17,1
KXBTC15M-26APR191330-30,no,34,TP_FILL,54,20.0,3.31,16.69,1
KXBTC15M-26APR191030-30,no,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,1
KXBTC15M-26APR190845-45,no,40,TP_FILL,60,20.0,3.36,16.64,0
KXBTC15M-26APR190800-00,no,36,PRE_EXPIRY,1,-35.0,1.71,-36.71,1
KXBTC15M-26APR190730-30,no,41,TP_FILL,54,13.0,3.43,9.57,0
KXBTC15M-26APR190645-45,no,45,TP_FILL,54,9.0,3.47,5.53,1
KXBTC15M-26APR190445-45,yes,39,TP_FILL,67,28.0,3.21,24.79,1
KXBTC15M-26APR190345-45,no,23,PRE_EXPIRY,1,-22.0,1.34,-23.34,1
KXBTC15M-26APR182330-30,yes,30,PRE_EXPIRY,4,-26.0,1.85,-27.85,0
KXBTC15M-26APR182230-30,no,22,TP_FILL,62,40.0,2.85,37.15,0
KXBTC15M-26APR181800-00,no,22,TP_FILL,31,9.0,2.70,6.30,1
KXBTC15M-26APR181745-45,no,51,TP_FILL,67,16.0,3.30,12.70,1
KXBTC15M-26APR181645-45,no,37,TP_FILL,47,10.0,3.38,6.62,1
KXBTC15M-26APR181530-30,yes,47,PRE_EXPIRY,1,-46.0,1.84,-47.84,0
KXBTC15M-26APR181515-15,no,23,PRE_EXPIRY,1,-22.0,1.34,-23.34,1
KXBTC15M-26APR181400-00,no,46,TP_FILL,71,25.0,3.18,21.82,0
KXBTC15M-26APR181130-30,yes,32,TP_FILL,50,18.0,3.27,14.73,1
KXBTC15M-26APR180915-15,yes,25,PRE_EXPIRY,1,-24.0,1.41,-25.41,0
KXBTC15M-26APR180745-45,no,22,TP_FILL,53,31.0,2.94,28.06,0
KXBTC15M-26APR180515-15,yes,19,PRE_EXPIRY,1,-18.0,1.17,-19.17,0
KXBTC15M-26APR180415-15,no,38,TP_FILL,50,12.0,3.40,8.60,0
KXBTC15M-26APR180100-00,yes,38,TP_FILL,50,12.0,3.40,8.60,1
KXBTC15M-26APR172315-15,no,52,TP_FILL,62,10.0,3.40,6.60,0
KXBTC15M-26APR172145-45,yes,25,TP_FILL,37,12.0,2.94,9.06,0
KXBTC15M-26APR171800-00,no,44,PRE_EXPIRY,1,-43.0,1.82,-44.82,1
KXBTC15M-26APR171330-30,no,42,TP_FILL,54,12.0,3.44,8.56,0
KXBTC15M-26APR171145-45,no,37,TP_FILL,52,15.0,3.38,11.62,0
KXBTC15M-26APR170815-15,no,53,TP_FILL,61,8.0,3.41,4.59,1
KXBTC15M-26APR170345-45,no,31,PRE_EXPIRY,44,13.0,3.91,9.09,1
KXBTC15M-26APR170245-45,no,43,TP_FILL,56,13.0,3.44,9.56,1
KXBTC15M-26APR170230-30,yes,35,TP_FILL,59,24.0,3.29,20.71,1
KXBTC15M-26APR162330-30,no,44,TP_FILL,52,8.0,3.47,4.53,1
KXBTC15M-26APR162230-30,yes,19,PRE_EXPIRY,1,-18.0,1.17,-19.17,0
KXBTC15M-26APR162145-45,no,45,TP_FILL,53,8.0,3.48,4.52,0
KXBTC15M-26APR162030-30,no,44,TP_FILL,60,16.0,3.40,12.60,1
KXBTC15M-26APR161445-45,no,31,PRE_EXPIRY,1,-30.0,1.59,-31.59,1
KXBTC15M-26APR161215-15,no,41,TP_FILL,50,9.0,3.44,5.56,0
KXBTC15M-26APR160645-45,no,40,TP_FILL,53,13.0,3.42,9.58,0
KXBTC15M-26APR160615-15,yes,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,0
KXBTC15M-26APR160515-15,no,20,PRE_EXPIRY,1,-19.0,1.22,-20.22,1
KXBTC15M-26APR160200-00,no,51,TP_FILL,59,8.0,3.44,4.56,0
KXBTC15M-26APR160145-45,no,27,TP_FILL,47,20.0,3.12,16.88,0
KXBTC15M-26APR152230-30,yes,26,TP_FILL,38,12.0,3.00,9.00,1
KXBTC15M-26APR152100-00,yes,17,TP_FILL,45,28.0,2.72,25.28,0
